Designator,Mid X,Mid Y,Rotation,Layer
Art1,176.8,-79.125,180.0,bottom
Art2,175.4,-69.4,180.0,bottom
C1,176.79,-61.2,180.0,top
C2,170.68,-69.0,90.0,top
C3,171.93,-72.3,90.0,top
C4,178.18,-72.3,90.0,top
C5,172.1,-62.4,0.0,top
D1,181.25,-70.4,-90.0,top
D2,181.25,-67.5,-90.0,top
D3,171.1,-80.9,90.0,top
D4,175.06,-71.92,0.0,top
J1,177.0,-56.1,180.0,top
J2,179.425,-58.6,180.0,bottom
J3,177.0,-78.5,0.0,top
L1,176.68,-68.75,0.0,top
Q1,171.4,-59.8,-90.0,top
Q2,174.0,-59.8,-90.0,top
R1,183.05,-81.1,-90.0,top
R2,183.05,-78.2,90.0,top
R3,181.4,-73.0,0.0,top
R4,181.4,-74.32,0.0,top
R5,171.1,-77.9,-90.0,top
R6,176.35,-65.45,180.0,top
R7,171.7,-65.3,-90.0,top
U1,180.7,-62.5,90.0,top
U2,172.78,-68.75,-90.0,top
